item_id,web-scraper-start-url,item-href,name,genre,operating systems
1664626921-9,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/arsenal-ps4-skin-for-console/,Arsenal PS4 Skin for Console,Sport,"macOS, Microsoft Windows"
1664627074-28,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/arsenal-xbox-one-skin/,Arsenal Xbox One Skin,Sport,IBM PC
1664627163-39,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/arsenal-xbox-one-x-skin/,Arsenal Xbox One X Skin,Sport,Microsoft Windows
1664626864-2,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/barcelona-ps4-skin-for-console/,Barcelona PS4 Skin for Console,Sport,"Windows, Mac"
1664627066-27,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/barcelona-xbox-one-skin/,Barcelona Xbox One Skin,Sport,Microsoft Windows
1664626969-15,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/batman-ps4-pro-skin/,Batman PS4 Pro Skin,Sport,Microsoft Windows
1664626993-18,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/batman-ps4-slim-skin/,Batman PS4 Slim Skin,Sport,Microsoft Windows
1664627050-25,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/batman-xbox-one-skin/,Batman Xbox One Skin,Sport,Microsoft Windows
1664627180-41,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/batman-xbox-one-x-skin/,Batman Xbox One X Skin,Sport,Microsoft Windows
1664626977-16,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/bush-ps4-pro-skin/,Bush PS4 Pro Skin,Sport,Microsoft Windows
1664626985-17,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/bush-ps4-slim-skin/,Bush PS4 Slim Skin,Sport,Microsoft Windows
1664626856-1,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/chelsea-ps4-skin-for-console-and-2-touchpads/,Chelsea PS4 Skin for Console and 2 Touchpads,Sport,Microsoft Windows
1664627017-21,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/chelsea-ps4-slim-skin/,Chelsea PS4 Slim Skin,Sport,Microsoft Windows
1664627091-30,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/chelsea-xbox-one-skin/,Chelsea Xbox One Skin,Sport,Microsoft Windows
1664626880-4,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/deadpool-ps4-skin/,Deadpool PS4 Skin,Sport,Microsoft Windows
1664627172-40,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/deadpool-xbox-one-x-skin/,Deadpool Xbox One X Skin,Sport,Microsoft Windows
1664627082-29,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/demon-xbox-one-skin/,Demon Xbox One Skin,Sport,"Microsoft Windows, macOS"
1664626872-3,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/dragon-ball-z-goku-ps4-skin-for-console-and-2-touchpads/,Dragon Ball Z Goku PS4 Skin for Console and 2 Touchpads,Sport,"Windows, Mac"
1664627123-34,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/dragonball-z-xbox-one-s-skin/,Dragonball Z Xbox One S Skin,Sport,MS-DOS
1664627099-31,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/dragonball-z-xbox-one-skin/,Dragonball Z Xbox One Skin,Sport,Microsoft Windows
1664626888-5,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/farcry-ps4-skin/,FARCRY PS4 Skin,Sport,Microsoft Windows
1664626961-14,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/fc-barcelona-ps4-pro-skin/,FC Barcelona PS4 Pro Skin,Sport,Microsoft Windows
1664627139-36,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/fc-barcelona-xbox-one-s-skin/,FC Barcelona Xbox One Skin,Sport,Microsoft Windows
1664627147-37,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/gears-of-war-xbox-one-x-skin/,Gears of War Xbox One X Skin,Sport,Microsoft Windows
1664626928-10,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/gta-ps4-pro-skin/,GTA PS4 PRO Skin,Sport,Microsoft Windows
1664627107-32,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/gta-v-xbox-one-skin/,GTA V Xbox One Skin,Sport,Microsoft Windows
1664627115-33,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/harley-quinn-xbox-one-skin/,Harley Quinn Xbox One Skin,Sport,Microsoft Windows
1664627034-23,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/liverpool-ps4-slim-skin/,Liverpool PS4 Skin,Sport,Microsoft Windows
1664626904-7,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/liverpool-ps4-skin-for-console/,Liverpool PS4 Skin for Console,Sport,Microsoft Windows
1664627042-24,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/liverpool-xbox-one-skin/,Liverpool Xbox One Skin,Sport,Microsoft Windows
1664627188-42,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/liverpool-xbox-one-x-skin/,Liverpool Xbox One X Skin,Sport,"BeOS, Linux, Mac OS, Microsoft Windows"
1664626937-11,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/manchester-united-ps4-pro-skin/,Manchester United PS4 Pro Skin,Sport,Microsoft Windows
1664627026-22,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/manchester-united-ps4-slim-skin/,Manchester United PS4 Slim Skin,Sport,Microsoft Windows
1664627196-43,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/manchester-united-xbox-one-x-skin/,Manchester United Xbox One X Skin,Sport,Microsoft Windows
1664627001-19,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/mortal-kombat-ps4-slim-skin/,Mortal Kombat PS4 Slim Skin,Sport,Microsoft Windows
1664626945-12,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/real-madrid-ps4-pro-skin/,Real Madrid PS4 Pro Skin,Sport,"Microsoft Windows, macOS"
1664626913-8,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/real-madrid-ps4-skin/,Real Madrid PS4 Skin,Sport,Microsoft Windows
1664627009-20,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/real-madrid-ps4-slim-skin/,Real Madrid PS4 Slim Skin,Sport,Microsoft Windows
1664627058-26,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/real-madrid-xbox-one-skin/,Real Madrid Xbox One Skin,Sport,Microsoft Windows
1664627155-38,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/real-madrid-xbox-one-x-skin/,Real Madrid Xbox One Skin,Sport,Microsoft Windows
1664627131-35,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/smoking-girl-xbox-one-s-skin/,Smoking Girl Xbox One S Skin,Sport,Microsoft Windows
1664626953-13,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/street-fighter-ps4-pro-skin/,Street Fighter PS4 Pro Skin,Sport,Microsoft Windows
1664626896-6,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/the-last-of-us-ps4-skin/,The Last Of Us PS4 Skin,Sport,Microsoft Windows
1664626985-17,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/bush-ps4-slim-skin/,Bush PS4 Slim Skin,Sport,Microsoft Windows
1664626856-1,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/chelsea-ps4-skin-for-console-and-2-touchpads/,Chelsea PS4 Skin for Console and 2 Touchpads,Sport,Microsoft Windows
1664627017-21,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/chelsea-ps4-slim-skin/,Chelsea PS4 Slim Skin,Sport,Microsoft Windows
1664627091-30,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/chelsea-xbox-one-skin/,Chelsea Xbox One Skin,Sport,Microsoft Windows
1664626880-4,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/deadpool-ps4-skin/,Deadpool PS4 Skin,Sport,Microsoft Windows
1664627172-40,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/deadpool-xbox-one-x-skin/,Deadpool Xbox One X Skin,Sport,Microsoft Windows
1664627082-29,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/demon-xbox-one-skin/,Demon Xbox One Skin,Sport,"Microsoft Windows, macOS"
1664626872-3,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/dragon-ball-z-goku-ps4-skin-for-console-and-2-touchpads/,Dragon Ball Z Goku PS4 Skin for Console and 2 Touchpads,Sport,"Windows, Mac"
1664626985-17,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/bush-ps4-slim-skin/,Bush PS4 Slim Skin,Sport,Microsoft Windows
1664626856-1,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/chelsea-ps4-skin-for-console-and-2-touchpads/,Chelsea PS4 Skin for Console and 2 Touchpads,Sport,Microsoft Windows
1664627017-21,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/chelsea-ps4-slim-skin/,Chelsea PS4 Slim Skin,Sport,Microsoft Windows
1664627091-30,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/chelsea-xbox-one-skin/,Chelsea Xbox One Skin,Sport,Microsoft Windows
1664626880-4,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/deadpool-ps4-skin/,Deadpool PS4 Skin,Sport,Microsoft Windows
1664626921-9,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/arsenal-ps4-skin-for-console/,Arsenal PS4 Skin for Console,Sport,"macOS, Microsoft Windows"
1664627074-28,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/arsenal-xbox-one-skin/,Arsenal Xbox One Skin,Sport,IBM PC
1664627163-39,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/arsenal-xbox-one-x-skin/,Arsenal Xbox One X Skin,Sport,Microsoft Windows
1664626864-2,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/barcelona-ps4-skin-for-console/,Barcelona PS4 Skin for Console,Sport,"Windows, Mac"
1664627066-27,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/barcelona-xbox-one-skin/,Barcelona Xbox One Skin,Sport,Microsoft Windows
1664626969-15,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/batman-ps4-pro-skin/,Batman PS4 Pro Skin,Sport,Microsoft Windows
1664626993-18,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/batman-ps4-slim-skin/,Batman PS4 Slim Skin,Sport,Microsoft Windows
1664627050-25,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/batman-xbox-one-skin/,Batman Xbox One Skin,Sport,Microsoft Windows
1664627180-41,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/batman-xbox-one-x-skin/,Batman Xbox One X Skin,Sport,Microsoft Windows
1664626977-16,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/bush-ps4-pro-skin/,Bush PS4 Pro Skin,Sport,Microsoft Windows
1664626904-7,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/liverpool-ps4-skin-for-console/,Liverpool PS4 Skin for Console,Sport,Microsoft Windows
1664627042-24,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/liverpool-xbox-one-skin/,Liverpool Xbox One Skin,Sport,Microsoft Windows
1664627188-42,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/liverpool-xbox-one-x-skin/,Liverpool Xbox One X Skin,Sport,"BeOS, Linux, Mac OS, Microsoft Windows"
1664626937-11,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/manchester-united-ps4-pro-skin/,Manchester United PS4 Pro Skin,Sport,Microsoft Windows
1664627026-22,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/manchester-united-ps4-slim-skin/,Manchester United PS4 Slim Skin,Sport,Microsoft Windows
1664627196-43,https://tololishop.com/store/rndanyengwa/,https://tololishop.com/product/manchester-united-xbox-one-x-skin/,Manchester United Xbox One X Skin,Sport,Microsoft Windows
